param_id,smirks,ff_equilibrium,Training_n,Training_mean,Training_std,Training_min,Training_q1,Training_median,Training_q3,Training_max,Training_iqr,Training_whisker_low,Training_whisker_high,Validation_n,Validation_mean,Validation_std,Validation_min,Validation_q1,Validation_median,Validation_q3,Validation_max,Validation_iqr,Validation_whisker_low,Validation_whisker_high,Sage 2.3.0 Train_n,Sage 2.3.0 Train_mean,Sage 2.3.0 Train_std,Sage 2.3.0 Train_min,Sage 2.3.0 Train_q1,Sage 2.3.0 Train_median,Sage 2.3.0 Train_q3,Sage 2.3.0 Train_max,Sage 2.3.0 Train_iqr,Sage 2.3.0 Train_whisker_low,Sage 2.3.0 Train_whisker_high
a10,[#8X1:1]~[#6X3:2]~[#8:3],127.2937437879074,239521,124.28058354584259,2.5056244730012662,104.48715277583189,122.76153214766256,124.39999058214535,125.8801394277244,135.52182574055448,3.1186072800618376,118.08362122756981,130.55805034781716,7250,124.4570065736137,2.5057676309270547,112.784409670942,122.84432071261884,124.52846897746755,126.0796176691085,134.0389073723656,3.2352969564896625,117.99137527788434,130.932563103843,325,124.2064091008754,2.5289463375529517,107.24513630728696,122.96140974573294,124.4809046302418,126.00054717229965,129.9724675286455,3.039137426566711,118.40270360588286,129.9724675286455
a11,[#8X1:1]~[#6X3:2]~[#8X1:3],129.41476341200647,12550,123.8008669436903,2.6830290671290373,109.43866651375005,122.32654334008294,123.9089308859562,125.3723046158423,135.34508808767157,3.045761275759361,117.7579014264439,129.94094652948132,500,124.20645323122027,2.241891222290797,116.63525392907754,122.91967818798634,124.2836600349871,125.34909119581135,134.25213794049185,2.429413007825019,119.2755586762488,128.99321070754888,76,126.15576021611272,4.296640155184622,107.85380067020306,124.04875053348546,125.97289093852507,129.26689974739338,134.70682327026302,5.218149213907921,116.22152671262359,134.70682327026302
a12,[*:1]~[#6X2:2]~[*:3],180.00000500895632,164026,173.28203417574807,4.531022594869226,132.54028809326823,171.10036022473994,174.34665035767298,176.53839150508378,179.98360435820183,5.438031280343836,162.9433133042242,179.98360435820183,12900,172.64813508431573,5.397232496375025,140.5393586520373,170.40557478450455,173.9925569536311,176.36100379100654,179.94864928365774,5.955429006501987,161.47243127475156,179.94864928365774,660,179.4342472286617,2.591097024888772,129.66659353849957,179.7153339803654,179.9254880273686,179.96795116788647,179.9973487214459,0.2526171875210821,179.33640819908376,179.9973487214459
a13,[*:1]~[#7X2:2]~[*:3],180.00000500895632,2350,174.2535896065698,3.8399030179380276,151.11160099667612,172.3315119226194,175.21687439886034,177.0865530612483,179.88765826434704,4.755041138628911,165.19895021467602,179.88765826434704,450,174.47979718171914,3.6022356010964893,158.96489340786383,172.56863120016723,175.531277121979,177.000027134074,179.86111566545796,4.431395933906771,165.9215372993071,179.86111566545796,24,179.65157796641168,0.3467031553756331,178.67859000659848,179.4925244713181,179.6928909044952,179.97484718620908,179.99225138231225,0.48232271489098366,178.76904039898162,179.99225138231225
a14,"[*:1]~[#7X4,#7X3,#7X2-1:2]~[*:3]",111.02913726076109,465950,115.85640648103654,5.001990958772727,88.50124895743033,112.74186430448154,115.96781030594894,119.06311211278084,140.66782201183156,6.321247808299304,103.25999259203257,128.5449838252298,27317,114.59133891742954,5.4821154317923755,89.7903374836349,110.87313943017664,114.73348568605837,118.28379067178825,140.33475547904578,7.4106512416116175,99.75716256775921,129.3997675342057,1157,113.04905827758856,3.926924252931347,101.22047479759306,110.45998333795924,112.29749289989128,115.4395727345724,128.54035278868204,4.97958939661315,102.99059924303953,122.90895682949213
a15,[*:1]~[#7X2-1:2]~[*:3],119.02831330722152,2150,118.05549165507036,6.249134237261558,92.215551193567,114.84964478921549,118.78496589200779,122.16181317109094,136.91357199656193,7.312168381875452,103.8813922164023,133.1300657439041,150,119.45631547023028,4.8267886655529635,106.36945897906375,116.26047640539133,119.16316182390474,122.1683851932691,140.06721020908603,5.907908787877773,107.39861322357467,131.03024837508576,25,112.48813037723285,4.254265877907683,108.29213113795271,109.79791721460874,110.90557080836331,114.02755820329504,121.8919703805301,4.229640988686299,108.29213113795271,120.37201968632449
a16,"[#1:1]-[#7X4,#7X3,#7X2-1:2]-[*:3]",110.43664567101916,400585,110.05336434540402,3.83090896176318,81.5398547399512,107.95757845679887,110.25933028663323,112.29204445162735,130.853778636176,4.334465994828477,101.45587946455615,118.79374344387006,28615,110.09936538326937,3.6809162776879853,91.26904753549954,108.06378114454137,110.24451760904185,112.26245150286161,127.01243374006715,4.198670358320243,101.765775607061,118.56045704034197,1736,109.95156040440379,2.9264634369194185,99.09983904140772,108.30725733483744,109.50541595198132,111.31267729837256,121.170871701561,3.005419963535118,103.79912738953476,115.82080724367523
a17,"[*:1]~[#7X3$(*~[#6X3,#6X2,#7X2+0]):2]~[*:3]",119.10478410516899,1985214,122.18611590861563,4.667799910544643,94.63701789164355,119.06197585400167,122.16590996672437,125.37464754622349,144.9303843010179,6.312671692221812,109.59296831566895,134.8436550845562,66288,121.76868829365976,4.5553339144435,97.42388302656055,118.7610864879939,121.6658471286791,124.83789824136605,143.31718089367828,6.076811753372155,109.64586885793565,133.95311587142427,2326,121.83851293693125,4.601032211018248,94.50648655994559,118.98267517771218,121.72245754604437,124.674189376046,142.2976994983559,5.69151419833382,110.44540388021144,133.21146067354672
a18,"[#1:1]-[#7X3$(*~[#6X3,#6X2,#7X2+0]):2]-[*:3]",117.15139098368036,1874988,117.15270260181698,5.19338488718822,84.56667455557628,113.90624072160176,117.05370641659732,120.38895303900742,142.6447940688881,6.482712317405657,104.18217224549328,130.11302151511592,71080,117.4807991894164,5.410220289600691,91.36830069175832,114.02791588883399,117.42118054321122,121.03219390889109,140.9863634409614,7.0042780200571,103.52149885874834,131.53861093897675,2828,118.24942254896132,5.154289609021281,103.4173298559103,114.75409983022729,118.16480631184695,120.797877579854,139.62936276604293,6.043777749626713,105.68843320578722,129.86354420429407
a19,[*:1]~[#7X2+0:2]~[*:3],118.18565920893872,651480,118.5043470539837,3.619787289293011,83.22596049100696,116.32967152980292,118.44367301523116,120.58792544857707,144.27387615989258,4.258253918774145,109.94229065164171,126.97530632673829,28247,118.44231921609747,4.122948632725421,95.25111453888223,115.96459609977208,118.33338682008605,120.80631204779387,141.20486991187974,4.841715948021786,108.7020221777394,128.06888596982654,614,116.32486873243747,4.150513745605644,88.38223067797477,114.95881428617096,116.79037496010586,118.30840690497693,124.83987402052672,3.3495926188059713,109.934425357962,123.33279583318588
a20,[*:1]~[#7X2+0:2]~[#6X2:3](~[#16X1]),143.46533679893648,1799,144.12310589033504,4.7294992153308,126.56026476792849,141.41007702157975,144.2188493444,146.9090726986751,168.56192309081226,5.498995677095337,133.16158350593673,155.15756621431808,200,144.66994659138925,4.380325857018856,127.58457624433727,142.05534306639095,144.3865906279089,147.14920816647353,162.0649156025248,5.093865100082581,134.41454541626706,154.7900058165974,14,131.55951564838753,18.660958905915468,113.01506546143958,113.28086555954408,126.01703177291054,150.51727800347788,158.60623242472784,37.2364124439338,113.01506546143958,158.60623242472784
a21,[#1:1]-[#7X2+0:2]~[*:3],108.40194597765071,23548,116.4312242650022,4.379077942379459,94.20974755357967,113.8799426465092,116.52817319582134,119.02549822323746,139.2582605664502,5.145555576728256,106.16160928141682,126.74383158832984,1750,116.67024052934202,4.352314138537192,98.53388501517755,114.12520224000369,116.64527939168076,119.19471596295757,134.08028062857164,5.069513722953886,106.52093165557287,126.79898654738841,78,111.17242783040648,2.9158853031439134,108.62870846897455,109.40128128156343,111.44953851712675,111.67317348552776,131.12681096296723,2.2718922039643275,108.62870846897455,115.08101179147425
a22,[#1:1]-[#7X2:2]~[#16X4:3],109.80814532397294,300,110.50545542901013,4.451620213498701,94.48349421569397,108.1494693686276,110.2786270740178,112.99767507801927,126.2171585596703,4.848205709391664,100.87716080454011,120.26998364210677,,,,,,,,,,,,34,112.81273558019546,1.8057038284878566,108.63303366838622,110.9449356137431,113.97463153733972,114.08836323463177,114.08843059993197,3.143427620888673,108.63303366838622,114.08843059993197
a23,"[#6,#7,#8:1]-[#7X3:2](~[#8X1])~[#8X1:3]",117.90641375491191,84792,118.01336500675328,2.3625214568272623,106.27973205593139,116.70011104773546,118.03686152781407,119.35131161179882,130.23064627733507,2.651200564063359,112.72331020164043,123.32811245789387,2500,117.89183657251893,2.3977107805220683,107.6117866018256,116.54063505279395,117.89159283326234,119.24173483219249,129.19939983902242,2.7010997793985467,112.48898538369613,123.29338450129032,60,117.60586901377218,1.6899404940057112,112.41876322011969,116.98610385041624,117.76658997821423,118.98197438200138,120.27367237465012,1.9958705315851404,113.99229805303852,120.27367237465012
a24,[#8X1:1]~[#7X3:2]~[#8X1:3],125.95378361615596,42396,123.80332676753306,2.3806658701910783,112.7357708074083,122.44980438079915,123.79024752404572,125.14411142016654,135.66579712058135,2.694307039367388,118.40834382174808,129.18557197921763,1250,124.02913842958708,2.3517628935775234,110.7786404790301,122.70143730387105,124.01237411357528,125.40627288497774,133.3523727329649,2.7048355811066926,118.644183932211,129.46352625663778,32,124.94338890400459,2.409530494793753,120.11467982719628,123.1882421078108,125.17635507472637,126.41120278981073,129.6102134755355,3.222960681999936,120.11467982719628,129.6102134755355
a25,[*:1]~[#7X2:2]~[#7X1:3],180.00000500895632,950,175.50181009160022,3.1007953377174133,158.66542346317894,173.89299741857803,176.36530771393038,177.73927065885803,179.8872199965113,3.8462732402799986,168.12358755815802,179.8872199965113,150,175.35550159873037,3.08232843014617,163.19727901527887,173.85500758025546,176.2223788556766,177.54619468987408,179.90220707855468,3.6911871096186246,168.31822691582752,179.90220707855468,33,178.11453261946926,3.0381544147528063,171.14322097761908,178.3044133552109,179.82285809612605,179.97929321725627,179.98757796630147,1.6748798620453726,175.79209356214284,179.98757796630147
a26,[*:1]-[#8:2]-[*:3],115.44575614414478,510115,116.19847920026771,3.9764781352849217,93.30855539390869,113.64124191548612,116.18326153606984,118.72810549831888,140.39074823436496,5.086863582832763,106.01094654123698,126.35840087256803,24063,115.69992561232328,3.939214681809577,97.77584450102398,113.1490389440205,115.6308756102564,118.20510350370937,132.78034148715724,5.056064559688863,105.56494210448722,125.78920034324267,925,114.8919159411051,4.698177942689298,101.63752358805068,112.06178213845499,115.49336816543932,118.43610445905786,127.1026019315443,6.374322320602872,102.50029865755067,127.1026019315443
a27,[#1:1]-[#8:2]-[*:3],108.67761241255242,421836,107.73630110890173,4.869627605691246,65.40763018768025,104.9558234046269,108.03163955893154,110.76102613031105,136.54454257897956,5.805202725684154,96.24801931610067,119.46883021883728,27401,107.74062319346402,5.005298171254196,72.46692658975326,105.09351242590607,108.14943655497498,110.7822927341336,127.45814468280128,5.688780308227535,96.56034196356477,119.31546319647491,1077,108.70953981314176,4.733630938087474,95.71476523308773,106.42429162676957,107.07881594130089,110.70287621331042,119.52762347627835,4.278584586540845,100.00641474695831,117.12075309312169
a28,"[#6X3,#7:1]~;@[#8;r:2]~;@[#6X3,#7:3]",116.8929093047304,27486,118.48813484732219,3.1762704648681472,97.06800198307795,116.73851527873076,118.65788493693742,120.35624941320792,135.94747812793656,3.6177341344771605,111.31191407701502,125.78285061492366,1200,117.40102013360614,4.045186589346233,98.81634859133233,115.92387322383824,118.15700312779396,119.71018503798929,129.85620876449855,3.7863118141510483,110.24440550261167,125.38965275921586,28,118.9882806740339,2.6040108092715006,113.23474308434075,118.28946577365792,118.70500691737313,120.75761717759501,123.64656147908418,2.4681514039370853,114.5872386677523,123.64656147908418
a29,[*:1]-[#8X2+1:2]=[*:3],125.44522139093515,450,118.04901576070795,6.220129013797142,93.99524841893488,115.25211476309664,120.0763274026141,122.23699434999499,129.70821430022556,6.984879586898344,104.77479538274912,129.70821430022556,,,,,,,,,,,,99,116.9815370527126,2.101241040180368,112.51745553461967,115.14612625569065,117.30842031167852,118.82961170822307,120.3535087461664,3.683485452532423,112.51745553461967,120.3535087461664
a30,[*:1]~[#16X4:2]~[*:3],118.45304745456637,108328,112.37000733855781,3.5557727138273205,92.70662692884375,110.236020583249,112.41431811593309,114.559727146479,129.62129573711897,4.3237065632300045,103.750460738404,121.04528699132402,3948,112.61917769827629,3.5556955295091015,95.67795868659499,110.40176222396343,112.5860136489,114.70299046118981,126.2884731050603,4.301228237226383,103.94991986812386,121.15483281702939,556,121.4512286708699,1.5125045673087107,113.38481606689174,120.5401263099815,121.34534425795972,122.2596155549822,125.78134120135005,1.7194892450007018,117.96089244248046,124.83884942248326
a31,"[*:1]-[#16X4,#16X3+0:2]~[*:3]",108.43807767836007,560569,108.88028784755994,4.72556491083923,66.61945839040071,105.97323939134927,109.27488975908615,111.98116484818871,143.66628607420117,6.007925456839445,96.9613512060901,120.99305303344788,22843,109.04332591397149,4.8800227406935095,73.14240384312465,106.15698232547852,109.4987244110483,112.22183773765573,129.3950136828362,6.064855412177209,97.0596992072127,121.31912085592154,2903,106.93578809171203,2.8992480916947674,95.71197890397872,105.47938449494863,107.4818055648846,108.71480436180866,120.33069768733395,3.2354198668600276,100.6262546946586,113.56793416209871
a32,"[#8X1:1]~[#16X4:2](~[#8X1,#7X2])~[#8X1:3]",114.13913412573217,12499,110.90241571424157,3.621466111973897,89.38382311899325,108.7984021324946,110.95796544867997,113.11050746259474,124.95173394140367,4.312105330100138,102.3302441373444,119.57866545774495,800,111.49483111630416,3.582759443080615,99.73752031195421,109.42262722182674,111.33631506407576,113.76905500978721,124.51533818701141,4.346427787960465,102.90298553988605,120.2886966917279,88,115.97861064076943,2.773816168285304,112.63389457748087,113.98646150712212,114.90518692382344,119.01766419820564,122.65370294321525,5.0312026910835215,112.63389457748087,122.65370294321525
a33,"[*:1]~[#16X3$(*~[#8X1,#7X2]):2]~[*:3]",109.94530235269596,21350,102.32433683479768,3.2251889085982763,85.47642375870045,100.45040951281328,102.34444686608057,104.21850447371031,119.09247314275353,3.768094960897031,94.79826707146773,109.87064691505586,2348,102.34304479440313,3.0633919528351874,90.58371726267703,100.49342690202914,102.26706214115333,104.1621364796493,113.8099164465946,3.668709577620163,94.9903625355989,109.66520084607956,215,108.14661977651345,5.8602565205258434,92.45012078606709,106.1619601051689,107.17001434120564,109.14679438075594,131.2480735536569,2.9848342755870334,101.68470869178836,113.62404579413649
a34,"[*:1]~[#16X3:2](~[#8X1,#7X2])~[*:3]",95.03491060209892,9950,102.89082148073092,3.2311002012591166,86.07594193394856,100.93820488482702,102.84254260639752,104.85052250007634,118.08189217102459,3.9123176152493215,95.06972846195303,110.71899892295032,1099,102.96108873279898,3.409550872240266,90.45403811333283,100.79276247311107,102.86064809969474,105.22086740437959,114.52344885592103,4.428104931268521,94.15060507620828,111.86302480128236,120,100.57942090878879,6.624227693529861,90.54069323029115,95.20749175107596,97.66673320561154,108.75680881773683,114.37511873299414,13.549317066660862,90.54069323029115,114.37511873299414
a35,"[*:1]~[#16X2,#16X3+1:2]~[*:3]",102.13369013103325,68549,101.7517614528864,5.5084288877191625,67.01593008076499,98.39215274752978,101.74258257125742,105.18350360239701,128.3965594763707,6.791350854867233,88.20512646522893,115.37052988469786,8650,101.9044980015239,5.510843262403848,71.62274716459964,98.65052089639623,102.01696467480906,105.34581670549942,123.77024920128613,6.695295809103186,88.60757718274145,115.3887604191542,184,99.73359072895332,3.1542589894741786,92.05351775456381,97.90794585943955,98.85603423043895,101.41898421184983,108.20593324783145,3.5110383524102815,92.64138833082413,106.68554174046525
a36,[*:1]=[#16X2:2]=[*:3],180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a37,[*:1]=[#16X2:2]=[#8:3],105.42083478231777,300,114.88425175952536,3.6908508670147615,102.35222571787968,112.56027798924326,114.96084306566755,117.10965459527235,124.78595696851403,4.549376606029085,105.73621308019963,123.93371950431597,100,113.80921301496056,4.358016336369553,100.7511326030653,111.80733996078274,114.11975450996778,116.01339719866434,124.9506816718258,4.206057237881595,105.49825410396035,122.32248305548673,42,113.35790042843547,0.46437189610567225,112.75975695578249,113.2441841934654,113.27377249791996,113.29003776986096,115.94012812593667,0.04585357639555809,113.17540382887206,113.3588181344543
a38,[#6X3:1]-[#16X2:2]-[#6X3:3],102.80466059433863,22096,101.75444515196136,3.842144447676085,84.71301797903983,99.34205568298631,101.7440824327966,104.12969027415022,118.80758166070392,4.787634591163908,92.16060379624045,111.31114216089608,900,102.43314636008542,3.621412696557039,89.23762493099782,100.25086941868562,102.43968418312372,104.52025383256687,119.82230296375896,4.269384413881241,93.84679279786377,110.92433045338873,8,98.550077318842,4.0592787839141415,90.93914756105995,96.49721059633207,98.89824504736147,100.75712911769355,104.61577314909937,4.2599185213614845,90.93914756105995,104.61577314909937
a39,[#6X3:1]-[#16X2:2]-[#6X4:3],101.52899299324451,67743,101.0389788610752,4.60794850327347,78.21611519587623,98.15639601804186,100.99490219176468,103.83062895025037,124.19764489949557,5.674232932208511,89.6450466197291,112.34197834856315,2800,101.16186477919966,4.914583625778464,83.59007248617945,98.11853206151002,101.16326640591174,104.19213021532653,123.20764199443346,6.073598153816505,89.00813483078527,113.30252744605129,79,100.13742918866555,3.2830981194803295,91.9073300002551,99.106655958093,100.11203893380754,101.54557993285334,111.71822253476614,2.4389239747603426,95.44826999595249,105.20396589499386
a40,[#6X3:1]-[#16X2:2]-[#1:3],93.75621722720248,7250,94.04746381364802,4.356469590641788,74.8885233966732,91.47278340711819,93.97446125709061,96.66938466357308,113.78451989335296,5.196601256454898,83.67788152243584,104.46428654825543,1250,94.31139598297337,4.404111313220482,77.7408567485936,91.851364501481,94.40111973512056,96.88436855488052,112.13034619057711,5.033004053399523,84.30185842138172,104.43387463497982,61,95.6882205684846,2.033854709341037,91.35934784046906,93.86479501472932,96.82410554323232,96.96366066054847,99.18927366779802,3.0988656458191457,91.35934784046906,99.18927366779802
a41,[*:1]~[#15:2]~[*:3],109.08961625347676,208778,110.14505311858551,6.524992544431955,68.91628917706714,107.09388236075478,109.86451739728446,112.7794602247402,168.73671341299837,5.685577863985429,98.56551556477663,121.30782702071835,28444,110.9201599417359,11.133834020272017,68.12097471493723,106.6289781723951,110.27465903660688,115.12238017669246,169.3364517622331,8.493402004297366,93.88887516594905,127.86248318313851,2265,109.24320570984108,6.400674565983239,88.0427122704577,104.16352254544404,109.26351086428566,114.56242321781096,133.02613825437317,10.39890067236692,88.56517153689366,130.16077422636135
a42,[*;r5:1]1@[*;r5:2]@[*;r5:3]@[*;r5]@[*;r5]~1,110.13134304530877,4073227,107.89263984216501,4.546437554292714,81.24255732669396,104.93052889235048,107.85923288978144,111.01602882131957,135.39357928429848,6.085499928969085,95.80227899889685,120.1442787147732,212951,107.45900806585932,4.87748482166631,78.28464502412935,104.3141462686992,107.49581675123885,110.80338948021983,131.01885852945787,6.48924321152063,94.58028145141826,120.53725429750078,6573,107.59344650290322,4.4692287825631425,88.19914353219355,104.44154301582913,107.01456970902386,110.94997091885162,123.52653621253046,6.508427903022493,94.67890116129539,120.71261277338536
a43,[*;r5:1]1@[#16;r5:2]@[*;r5:3]@[*;r5]@[*;r5]~1,96.64796905762415,209228,90.41413769089013,3.4452628065430786,75.23741442273757,88.19913953385105,90.16107608258724,92.2004561543874,111.86536323772607,4.001316620536343,82.19716460304653,98.2024310851919,11573,91.18878191137861,3.7435499401708037,75.86329518406004,88.6406277955001,90.78093023987535,93.36475245430292,106.8835786293838,4.724124658802822,81.55444080729586,100.45093944250715,422,91.39144258983399,3.2135978183123615,82.43365381556187,88.90716210466277,91.62445695787582,93.19394360477526,100.25483437292941,4.2867815001124825,82.47698985449405,99.62411585494398
a44,[#6r4:1]1-;@[#6r4:2]-;@[#6r4:3]~[*]~1,87.45923658469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a45,[!#1:1]-[#6r4:2]-;!@[!#1:3],113.49981475904063,93240,115.7135924107695,5.35139929821358,92.30286444240777,112.42797158708635,115.41240051202419,118.49562519595379,146.77518274951316,6.067653608867445,103.32649117378517,127.59710560925495,6444,116.57367282185625,5.964396488136955,93.96770800445523,112.77892929145352,116.24838940071068,119.74360820355871,143.71889473549692,6.964678912105185,102.33191092329574,130.19062657171648,223,116.67031711496473,5.480697427309222,107.29104690209957,113.08854020075017,115.72761505034751,118.40128606259842,135.97337098464408,5.312745861848242,107.29104690209957,126.37040485537078
a46,[!#1:1]-[#6r4:2]-;!@[#1:3],112.29884893689895,250270,113.84982093652593,4.652042726800871,89.54837869460133,111.1601656760977,113.81510427542807,116.39673866866818,148.5063951080951,5.236572992570473,103.305306187242,124.25159815752389,13808,115.71969170881856,6.18722581942385,93.23560628281696,111.85317706484797,114.80044074179179,118.65536012891394,142.26940698363262,6.8021830640659715,101.64990246874902,128.8586347250129,1204,114.96819375258283,3.6637564151234012,102.51684927738071,113.20483711479015,114.60109474099951,115.91715874010698,136.27810564273685,2.7123216253168323,109.1363546768149,119.98564117808223
a47,"[*:1]@-[r5;#7X4,#7X3,#7X2-1:2]@-[*:3]",115.67234083967078,719562,111.59023806837008,6.742721326336464,88.25188615915717,107.38192677393948,110.09184776822126,113.5522369831794,152.54982231313423,6.170310209239915,98.12646146007961,122.80770229703927,35240,111.80653455827516,7.197341783024736,91.45210139371268,107.219857822931,110.15651714658787,114.14903260267933,147.8367972780319,6.9291747797483225,96.82609565330853,124.54279477230182,1138,109.8861562934564,4.741073278808601,100.1245614432738,106.65962070068701,109.34885372307787,112.56537724969638,137.90702053792455,5.905756549009368,100.1245614432738,121.42401207321043
