smirks,k_kJ_mol_per_rad2,angle_deg,cluster
[#6X3;r5:1]~[#6X3;r7:2]~[#6X3;r5:3],0.0,108.1309240713846,0
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],660.4633868408204,106.3970942109552,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],368.8105087890625,124.5630341577363,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],309.74493048095707,98.50605371943442,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],464.5468654174805,108.53696515716352,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],256.3681901855469,0.0,-1
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r3:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],390.60426098632814,116.42923508273492,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],804.0893889160157,108.42014160159962,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r5:3],604.178384765625,105.817969301419,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r7:3],306.9998189086914,134.10566903207953,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r6:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],721.8509587402344,105.2526208834387,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],336.8129576416016,99.11422059332152,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],784.7553072509766,107.38047752689697,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],217.80453747558596,93.08637374511017,-1
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],227.79395239257812,180.00000500895632,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],559.3073214111329,107.4826708172587,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],863.5489090576173,102.77475119596313,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],612.5098666992187,115.70164235121014,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r5:3],388.5329141235352,107.73074328791355,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],0.0,116.67125600578515,0
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r7:3],639.4771180419922,105.18906597321173,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r4:3],458.8182533569336,130.03659749442278,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r5:3],497.61234655761723,110.36277034495632,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r5:3],659.6509875488282,111.04147258240214,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r4:3],619.3058022460938,107.25999298993794,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r4:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],694.7396142578125,109.73609365841847,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],769.2997379150391,110.55652915133123,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r4:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],354.2042717895508,105.44410523682001,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],255.20562924194337,133.51940657486065,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r5:3],365.39913403320315,128.06737199443808,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],914.5677122802734,120.97782688126159,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r3:3],975.5183442382813,109.12600750137459,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r3:3],336.5890291137695,135.16811861785337,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],656.3734910888672,98.09378350113245,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],638.9541818847656,125.23620394195441,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r5:3],0.0,105.43099127361359,0
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r7:3],569.1583890380859,110.91613861113241,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r5:3],392.15219287109375,138.39338858544673,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],341.80938885498045,101.16273775938092,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],395.4690164794922,114.99986773474801,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X5;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],403.68475146484377,180.00000500895632,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],227.27813470458986,97.91050220494432,-1
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r6:2]~[!#1;r5:3],759.752625732422,104.94121206861031,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r5:3],447.6335421142578,96.20647929005287,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r4:2]~[!#1;r6:3],477.65059466552736,109.4892779425709,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r3:2]~[!#1;r6:3],343.1437985839844,117.7953548790075,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r7:3],483.14483990478516,103.7650330029666,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],0.0,115.07139347573639,0
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],386.83345141601563,44.92499552986859,-1
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r6:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],337.89617797851565,99.7364918078447,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2]~[!#1;r6:3],547.1851748046876,105.44024617993895,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r6:2]~[!#1;r6:3],505.05018927001953,107.69769200251987,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X4;r5:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],984.1818724365235,121.78792829796012,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],159.90040286254884,125.79248186871693,6
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2]~[!#1;r5:3],654.8077470703125,105.99214595544349,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],407.19160308837894,106.99698289556825,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X4;r6:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],555.967833618164,121.67221123304176,5
[!#1;r4:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],361.47838970947265,134.60595306802628,5
[!#1;r6:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],672.6113897705078,107.63178067702924,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r3:3],268.2278153076172,164.5154060850255,-1
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],501.9115827636719,114.87469768801836,5
[!#1;r5:1]~[#7X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],438.40803790283206,109.91858265266288,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r4:3],247.43186181640627,101.44776155344555,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r7:3],518.6645649414063,115.40711093382085,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r3:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],190.98471505737305,113.2070933417814,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],531.9309017333985,110.21265644737777,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],667.0656872558594,100.18646467036514,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r7:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],1376.9505949707032,106.79680371137353,5
[!#1;r3:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r5:3],548.0846556396484,108.44364428253364,5
[!#1;r6:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],523.3287264404297,112.74992829006494,5
[!#1;r6:1]~[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],365.38460980224613,45.06673561552469,1
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r7:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],356.47072216796874,102.73795013671511,5
[!#1;r4:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],660.5515537109375,108.03418127198054,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],500.4761099243164,106.37215036010632,5
[!#1;r6:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],233.07995846557617,140.26110381398672,5
[!#1;r3:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],344.3208997192383,130.20034444958466,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r4:3],225.3033181152344,180.00000500895632,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],646.4350227050782,117.03258667325716,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r3:3],649.2430832519532,124.51836472056442,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],341.60285748291017,36.17531488231257,1
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X5;r4:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],502.4613328857422,180.00000500895632,2
[!#1;r5:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],364.9958073120117,102.43666366223667,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],199.8954584350586,180.00000500895632,2
[!#1;r5:1]~[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],623.2646926269532,104.10191842339914,5
[!#1;r3:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r5:3],401.9688492431641,135.22210443305315,5
[!#1;r3:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],366.1228557128906,105.00777226207208,5
[!#1;r7:1]~[#6X4;r6:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],419.7418474121094,103.44445124408288,5
[!#1;r4:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r5:3],706.9061315917969,108.23800094700289,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r3:2]~[!#1;r5:3],455.44674841308597,117.26199906709955,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X4;r6:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],907.0635688476563,120.4024107644447,5
[!#1;r6:1]~[#6X4;r7:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],514.7430864257813,106.80620205167146,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],294.3653340454102,180.00000500895632,2
[!#1;r4:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],363.1378549194336,111.15404776030229,5
[!#1;r5:1]~[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r5:3],608.3492969970704,95.59592868014542,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r8:3],517.1821995849609,108.1377815813113,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r5:3],1088.5726596679688,101.48853095260135,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r7:3],270.23190380859376,180.00000500895632,2
[!#1;r6:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],482.5458989257813,112.30266018245582,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2]~;@[!#1;r5:3],813.6739768066407,109.28584075814206,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r6:2]~;@[!#1;r6:3],943.9648195800781,107.8780089966082,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r5:2]~;@[!#1;r5:3],442.7092532348633,112.12675549057131,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r5:2]~;@[!#1;r5:3],286.2552907714844,98.84694163072058,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r4:2]~;@[!#1;r4:3],496.77035614013676,112.54800740763186,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r7:2]~;@[!#1;r7:3],651.8013270263672,125.98059893883743,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r6:2]~;@[!#1;r6:3],375.1909555664063,108.27467906284586,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r6:2]~;@[!#1;r6:3],446.1610085449219,106.904932436124,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X4;r6:2]~;@[!#1;r6:3],549.0248043212891,106.50602889802774,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r7:2]~;@[!#1;r7:3],797.7089421386719,108.29370796987352,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r3:2]~;@[!#1;r3:3],535.727120727539,119.30552336487567,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r6:2]~;@[!#1;r5:3],407.08658172607426,111.66974070301659,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X4;r5:2]~;@[!#1;r5:3],543.1084306640626,120.2850407937472,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r6:2]~;@[!#1;r5:3],863.8685059814453,107.43991383305442,5
[!#1;r5:1]~;@[#6X3;r5:2]~[!#1;r7:3],515.8776363525391,118.53883463054173,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r7:2]~;@[!#1;r6:3],180.53568005371093,151.69912984338683,3
[!#1;r6:1]~;@[#6X3;r6:2]~[!#1;r6:3],371.6473305053711,111.27051614602935,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r7:2]~;@[!#1;r7:3],281.3091038208008,111.04004507286561,5
[!#1;r5:1]~;@[#6X4;r5:2]~[!#1;r6:3],722.2157563476562,108.23883423008164,5
[!#1;r5:1]~[#6X3;r6:2]~;@[!#1;r6:3],411.7159169921875,112.38412384868657,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r4:2]~;@[!#1;r4:3],229.85155709838867,123.13720484773945,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r7:2]~;@[!#1;r5:3],174.13183489990234,136.1346040457885,-1
[!#1;r6:1]~;@[#7X3;r6:2]~[!#1;r6:3],434.9192537841797,109.37275491533048,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r4:2]~;@[!#1;r4:3],399.66383782958985,116.76429684265906,5
[!#1;r6:1]~;@[#6X4;r6:2]~[!#1;r6:3],801.0722432861328,107.13618215085312,5
[!#1;r5:1]~;@[#7X3;r5:2]~[!#1;r5:3],400.2217917480469,109.51321775561179,5
[!#1;r6:1]~[#6X4;r7:2]~;@[!#1;r7:3],587.5403195800782,107.17993634267621,5
[!#1;r5:1]~;@[#6X4;r5:2]~[!#1;r5:3],549.2843251953125,108.27876351596953,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r8:2]~;@[!#1;r8:3],532.9029718017579,134.32603825546082,5
[!#1;r6:1]~[#6X3;r7:2]~;@[!#1;r7:3],662.2260858154298,123.48941038248034,5
[!#1;r5:1]~;@[#6X4;r4:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],275.2713012084961,104.06401770369474,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X4;r7:2]~;@[!#1;r7:3],692.0902030029297,110.15255078268166,5
[!#1;r5:1]~[#6X4;r7:2]~;@[!#1;r7:3],699.1291879882813,109.05888040221171,5
[!#1;r5:1]~;@[#6X4;r6:2]~[!#1;r5:3],650.1153032226563,107.5866467869938,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r3:2]~;@[!#1;r3:3],318.21629193115234,146.58170623040317,-1
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r8:2]~;@[!#1;r8:3],760.0194885253907,109.22185554599739,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X3;r5:2]~;@[!#1;r5:3],254.35426989746094,23.907285972519798,1
[!#1;r5:1]~;@[#7X3;r5:2]~[!#1;r6:3],478.53280603027343,108.66086478870756,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2]~;@[!#1;r6:3],665.6242451171876,106.72594732892381,5
[!#1;r7:1]~;@[#6X4;r6:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],447.6122186279297,102.4663818153154,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X3;r5:2]~;@[!#1;r5:3],874.9578041992188,111.62072043534342,5
[!#1;r4:1]~[#6X3;r5:2]~;@[!#1;r5:3],447.2734050292969,116.49995486140124,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2]~;@[!#1;r3:3],606.9334558105469,108.69403218731713,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r3:2]~;@[!#1;r3:3],655.2017846679688,111.81055871313474,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2]~;@[!#1;r4:3],612.4939698486328,108.68009177122114,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r7:2]~;@[!#1;r5:3],718.1700397949219,108.96480137658395,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r6:2]~;@[!#1;r3:3],33.543623611450194,76.56878384129577,-1
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r4:2]~;@[!#1;r5:3],470.92322625732425,110.3576477030788,5
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r3:2]~;@[!#1;r6:3],180.79044464111328,126.99305153988676,-1
[!#1;r6:1]~;@[#6X4;r4:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],290.09594433593753,107.45454409825658,5
[!#1;r5:1]~;@[#6X3;r6:2]~[!#1;r6:3],372.2353543701172,110.46675997506975,5
