smirks,k_kJ_mol_per_rad2,angle_deg,cluster
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],559.1495659179687,107.48260934555617,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],862.7909038085938,102.82834086019106,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],621.2104875488282,113.57067114149035,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r5:3],388.2110188598633,107.71841479646169,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],0.0,115.7371593348942,0
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r7:3],630.857513671875,105.5353975452664,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r4:3],462.222477722168,128.929997565854,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r5:3],498.30551947021485,110.39952359288014,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r5:3],667.3954990234375,109.10550327348622,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r4:3],619.4135050048828,107.66401233972253,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r4:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],697.9666749267578,109.86790264902137,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],760.4245709228516,110.60630073981312,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r4:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],352.4830067749024,105.76343024089644,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],222.90104223632812,132.85012999846944,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r5:3],326.9554099731445,128.57660357819753,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],1081.2657265625,115.28504179297438,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r3:3],973.8519201660157,109.37737895339858,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r3:3],323.6798926391602,135.50159577389007,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],656.2873671875001,98.08420757591608,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],712.4896928710938,118.18276320873063,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r5:3],28.34851169204712,72.02908494906845,-1
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r7:3],568.3788049316406,110.82112384958836,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r5:3],459.02839184570314,125.65813204774278,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],338.68897753906253,101.46806087565882,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],399.9896275024414,111.67635915632233,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X5;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],392.803421081543,180.00000500895632,3
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],225.18307025146484,97.78604932807752,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r6:2]~[!#1;r5:3],755.4514742431641,104.94508478586971,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r5:3],447.79602197265626,96.24435268900058,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r4:2]~[!#1;r6:3],479.3801911621094,109.71551429844922,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r3:2]~[!#1;r6:3],340.39236657714844,117.85513269462346,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r7:3],436.79511407470704,100.86328177560004,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],0.0,118.42080896168392,0
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],419.48353955078124,55.143081471612724,1
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r6:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],336.51206665039064,99.91757378312008,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2]~[!#1;r6:3],544.1454288330078,105.67744498943516,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r6:2]~[!#1;r6:3],505.2244481201172,107.79442114154558,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X4;r5:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],1001.3424907226563,120.23724312993545,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],196.34958291625978,119.33258457436726,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2]~[!#1;r5:3],652.3292429199219,106.18163589358716,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],405.6114944458008,106.94769625051745,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X4;r6:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],567.5048612060547,119.17799007269319,2
[!#1;r4:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],375.0895413208008,132.9197979280036,2
[!#1;r6:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],669.2839044189453,107.9356148120681,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r3:3],335.9852360839844,142.04021782861332,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],505.15147583007814,114.2442917181937,2
[!#1;r5:1]~[#7X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],436.6873155517578,109.19309361940246,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r4:3],263.2432428894043,101.88582939624266,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r7:3],514.2467727050781,115.32564043740093,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r3:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],190.25915789794922,113.45130675555521,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],520.2926833496094,109.58467519470845,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],681.7199020996094,100.27292803506833,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r7:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],1375.1289052734376,106.81663175053407,2
[!#1;r3:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r5:3],546.6100791015625,108.81182562974318,2
[!#1;r6:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],525.0759116210937,112.82767633338719,2
[!#1;r6:1]~[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],380.6031947631836,52.92538735000129,1
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r7:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],354.9092556152344,102.89804294067103,2
[!#1;r4:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],654.0037111816406,108.33841155799125,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],501.69703912353515,106.4902784818017,2
[!#1;r6:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],263.74029080200194,137.58500837641904,2
[!#1;r3:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],304.7233452148438,129.85317959445126,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r4:3],175.35303543090822,180.00000500895632,3
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],657.1892102050781,116.5161560701125,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r3:3],663.4903004150391,122.23004644293505,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],385.84439916992187,51.03910425220262,1
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X5;r4:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],533.8253083496094,172.47705707218586,3
[!#1;r5:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],352.91927636718754,102.82976153953842,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],211.45757623291016,158.3102475259606,2
[!#1;r5:1]~[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],618.1174967041015,101.86040743215187,2
[!#1;r3:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r5:3],383.10998126220704,135.40784459734246,2
[!#1;r3:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],362.6620666503906,105.69872102869975,2
[!#1;r7:1]~[#6X4;r6:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],416.03606170654297,103.57106246072742,2
[!#1;r4:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r5:3],703.760406616211,108.59399040654395,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r3:2]~[!#1;r5:3],439.1649578247071,117.29649152240812,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X4;r6:2]~[!#1;!r3;!r4;!r5;!r6;!r7;!r8:3],903.3548144531251,119.86152808407138,2
[!#1;r6:1]~[#6X4;r7:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],515.3911544189453,106.9583445154335,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],300.1076723022461,180.00000500895632,3
[!#1;r4:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],380.58247778320316,110.94291978286802,2
[!#1;r5:1]~[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r5:3],598.823763671875,95.41137013858251,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r8:3],511.3162297973633,108.58080814144583,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r5:3],1089.657220703125,101.47117544192035,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r7:3],263.86253375244144,180.00000500895632,3
[!#1;r6:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2]~[!#1;r6:3],484.9183921508789,112.3895606792659,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2]~;@[!#1;r5:3],814.1061285400391,109.4448612223983,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r6:2]~;@[!#1;r6:3],941.7383028564453,107.9444052655299,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r5:2]~;@[!#1;r5:3],443.7370261230469,111.58540835733444,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r5:2]~;@[!#1;r5:3],289.4646031494141,98.9551523177411,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r4:2]~;@[!#1;r4:3],496.34918536376955,112.70186424887555,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r7:2]~;@[!#1;r7:3],664.1406667480469,125.49886569667643,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r6:2]~;@[!#1;r6:3],363.5069619140625,107.9297613399494,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r6:2]~;@[!#1;r6:3],447.69789562988285,106.93300451361274,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X4;r6:2]~;@[!#1;r6:3],562.4267431640625,104.34854972413913,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r7:2]~;@[!#1;r7:3],795.6094725341798,108.39663209047644,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r3:2]~;@[!#1;r3:3],531.8706022338868,119.45468103597041,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r6:2]~;@[!#1;r5:3],408.3732051391602,111.76302742670063,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X4;r5:2]~;@[!#1;r5:3],557.5870778808594,117.9450453048575,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r6:2]~;@[!#1;r5:3],863.5383750000001,107.51831074434781,2
[!#1;r5:1]~;@[#6X3;r5:2]~[!#1;r7:3],506.0101611328125,117.89982945255203,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r7:2]~;@[!#1;r6:3],202.50544677734376,149.53654168799906,2
[!#1;r6:1]~;@[#6X3;r6:2]~[!#1;r6:3],372.28639666748046,111.24378961580709,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r7:2]~;@[!#1;r7:3],289.84817053222656,111.22913886003741,2
[!#1;r5:1]~;@[#6X4;r5:2]~[!#1;r6:3],720.7106629638672,108.39663892066561,2
[!#1;r5:1]~[#6X3;r6:2]~;@[!#1;r6:3],407.70100457763675,112.36191890369486,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r4:2]~;@[!#1;r4:3],229.41147290039063,121.74588165342952,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r7:2]~;@[!#1;r5:3],154.67215853881837,136.23772624187737,2
[!#1;r6:1]~;@[#7X3;r6:2]~[!#1;r6:3],433.9535679931641,109.4303265798445,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r4:2]~;@[!#1;r4:3],397.4921939697266,116.84188779163041,2
[!#1;r6:1]~;@[#6X4;r6:2]~[!#1;r6:3],799.1309122314453,107.21252317520636,2
[!#1;r5:1]~;@[#7X3;r5:2]~[!#1;r5:3],400.202830444336,109.28722728654357,2
[!#1;r6:1]~[#6X4;r7:2]~;@[!#1;r7:3],584.5980615234375,107.3315665422505,2
[!#1;r5:1]~;@[#6X4;r5:2]~[!#1;r5:3],545.8827822265625,108.46300103864145,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r8:2]~;@[!#1;r8:3],531.4596782226563,134.82428689503493,2
[!#1;r6:1]~[#6X3;r7:2]~;@[!#1;r7:3],679.5270305175782,123.14691737673921,2
[!#1;r5:1]~;@[#6X4;r4:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],272.06613861083986,104.33916504421954,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X4;r7:2]~;@[!#1;r7:3],692.6687462158203,108.34426503010995,2
[!#1;r5:1]~[#6X4;r7:2]~;@[!#1;r7:3],699.8146040039063,109.05409243960352,2
[!#1;r5:1]~;@[#6X4;r6:2]~[!#1;r5:3],643.2615261230469,107.6028411655159,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r3:2]~;@[!#1;r3:3],336.4281134033203,145.53308094750946,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r8:2]~;@[!#1;r8:3],761.4474598388672,109.30773834462113,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#15X3;r5:2]~;@[!#1;r5:3],350.4662135620117,60.98210091002991,1
[!#1;r5:1]~;@[#7X3;r5:2]~[!#1;r6:3],483.4955921020508,108.57394380132997,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2]~;@[!#1;r6:3],667.2346790771485,106.86469579172345,2
[!#1;r7:1]~;@[#6X4;r6:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],446.75768310546874,102.76392534612866,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X3;r5:2]~;@[!#1;r5:3],871.0203649902344,111.71631576296691,2
[!#1;r4:1]~[#6X3;r5:2]~;@[!#1;r5:3],467.728278503418,115.72687307000416,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2]~;@[!#1;r3:3],607.633619506836,108.84536185856794,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r3:2]~;@[!#1;r3:3],655.4609224853516,111.61374681220083,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2]~;@[!#1;r4:3],614.0841018066407,108.88337186129905,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r7:2]~;@[!#1;r5:3],715.9503542480469,109.08688417780876,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r6:2]~;@[!#1;r3:3],45.54137656402588,89.0903510806267,-1
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r4:2]~;@[!#1;r5:3],478.0530595092774,110.5826409645282,2
[!#1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r3:2]~;@[!#1;r6:3],176.19208908081055,127.45037368595413,2
[!#1;r6:1]~;@[#6X4;r4:2]~[#1;!r3;!r4;!r5;!r6;!r7;!r8:3],287.1038250732422,107.76330962987618,2
[!#1;r5:1]~;@[#6X3;r6:2]~[!#1;r6:3],374.1400715942383,110.42367514178531,2
