smirks,k_kJ_mol_per_A2,length_A,cluster
[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]=[#6X3;r6:2],3674.8888676757815,1.3370094299316406,39
[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X3;r7:2],3157.5611704101566,1.0912983417510986,1
[#16X1;!r3;!r4;!r5;!r6;!r7;!r8:1]=[#6X3;r5:2],2824.1496918945313,1.639875888824463,7
[#6X3;r6:1]=[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],4053.950993652344,1.2595534324645996,-1
[#53X1;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X3;r6:2],687.4335749511719,2.0389280319213867,-1
[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X3;r5:2],2844.8911875,1.4216039180755615,-1
[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2],2932.4543603515626,1.434601902961731,-1
[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],1930.4546721191407,1.4145010709762573,58
[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X4;r8:2],3044.4767211914063,1.0881551504135132,1
[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#7X3;r7:2],4272.133161132812,1.024647831916809,0
[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],1765.212975341797,1.6600323915481567,-1
[#6X3;r5:1]-[#6X4;r6:2],2164.1336513671877,1.516120195388794,60
[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X3;r5:2],985.5850089111328,1.8469798564910889,24
[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],5302.081044921875,1.2359713315963745,-1
[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],1571.5715869140627,1.8840097188949585,-1
[#35X1;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X3;r5:2],1608.8916462402344,1.8871209621429443,-1
[#35X1;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],1147.1089494628907,1.942354679107666,-1
[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:2],3578.0595546875,1.0664182901382446,1
[#6X4;r6:1]-[#9X1;!r3;!r4;!r5;!r6;!r7;!r8:2],2987.45567578125,1.3449251651763916,-1
[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X4;r3:2],1682.811873779297,1.4861536026000977,56
[#16X1;!r3;!r4;!r5;!r6;!r7;!r8:1]=[#6X3;r6:2],2930.687958496094,1.6339175701141357,7
[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X4;r4:2],1855.8974213867189,1.499483346939087,62
[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:1]=[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],4774.018057617188,1.2390446662902832,-1
[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],1228.1639899902343,1.8294706344604492,26
[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2],1639.2121115722657,1.7296767234802246,23
[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:1]=[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],5398.977520507813,1.192262887954712,11
[#6X3;r6:1]-[#6X4;r3:2],2277.294201171875,1.4781699180603027,-1
[#6X3;r5:1]-[#6X4;r5:2],2081.557620605469,1.5166919231414795,-1
[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X4;r5:2],1473.5402421875,1.757594108581543,30
[#6X3;r5:1]-[#7X3;r5:2],3010.626261230469,1.4237815141677856,-1
[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:1]=[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],4614.121533203125,1.4952174425125122,8
[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X4;r7:2],1897.514482421875,1.5228796005249023,-1
[#7X3;r6:1]-[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],5288.983061523438,1.2811357975006104,-1
[#6X3;r5:1]-[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],2837.2951743164062,1.411267638206482,-1
[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X4;r6:2],2485.903783203125,1.4667789936065674,54
[#6X4;r6:1]-[#7X3;r5:2],2182.472104980469,1.438368797302246,54
[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],3512.208032226563,1.7398293018341064,-1
[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],3186.2117641601562,1.3885849714279175,-1
[#6X3;r5:1]-[#7X3;r6:2],2779.819057617188,1.385009527206421,45
[#6X4;r3:1]-[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],2529.5357221679687,1.4297492504119873,54
[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#7X3;r7:2],2379.3862016601565,1.45317542552948,54
[#6X4;r5:1]-[#9X1;!r3;!r4;!r5;!r6;!r7;!r8:2],3006.229792480469,1.3745828866958618,49
[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#7X3;r5:2],1140.1654094238281,1.6679693460464478,-1
[#6X3;r4:1]=[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],6392.858833984375,1.2001211643218994,10
[#6X3;r5:1]-[#6X4;r3:2],2282.2491665039065,1.482926845550537,-1
[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#7X3;r6:2],1170.617901611328,1.6083159446716309,-1
[#6X4;r4:1]-[#9X1;!r3;!r4;!r5;!r6;!r7;!r8:2],2824.6259589843753,1.3461713790893555,47
[#6X4;r5:1]-[#7X3;r5:2],2110.9379372558597,1.4572365283966064,57
[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X3;r6:2],1456.0972473144532,1.817955493927002,33
[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X4;r6:2],230.36269830322266,1.8210591077804565,-1
[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]=[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],6491.913706054688,1.3246440887451172,-1
[#6X4;r4:1]-[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],2409.0488310546875,1.401452660560608,-1
[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#7X3;r5:2],2632.4163085937503,1.3722124099731445,45
[#6X4;r4:1]-[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],2665.7767114257813,1.433579444885254,-1
[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]=[#16X1;!r3;!r4;!r5;!r6;!r7;!r8:2],2389.5520141601564,1.9180641174316406,-1
[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:2],1557.4330939941408,2.1617259979248047,-1
[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X3;r6:2],983.6931560058595,1.8208625316619873,25
[#7X3;r6:1]-[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],2338.7375078125,1.3992929458618164,43
[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X4;r6:2],1511.7848725585939,1.8423779010772705,33
[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:2],1216.6997431640625,2.0438168048858643,6
[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#7X3;r6:2],2093.4579135742188,1.3727056980133057,37
[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X4;r5:2],2362.76690625,1.4712368249893188,-1
[#7X3;r5:1]-[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],2505.029801269531,1.3919379711151123,-1
[#6X4;r6:1]-[#7X3;r6:2],2206.051028808594,1.43364417552948,54
[#6X3;r6:1]-[#6X3;r7:2],2684.7127333984376,1.4785194396972656,28
[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X4;r5:2],1553.1413273925782,1.8376853466033936,33
[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],4213.239990234375,1.4448843002319336,8
[#6X4;r5:1]-[#7X3;r6:2],2237.9011669921874,1.4567328691482544,54
[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#7X4;r6:2],2165.381139160156,1.5216176509857178,60
[#6X3;r6:1]-[#6X4;r4:2],2091.8474157714845,1.4780120849609375,51
[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#7X3;r4:2],3255.449251953125,1.3797413110733032,50
[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]=[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2],5055.587161132813,1.3260079622268677,-1
[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],1862.7629455566407,1.4575773477554321,-1
[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#9X1;!r3;!r4;!r5;!r6;!r7;!r8:2],2776.964774902344,1.325582504272461,-1
[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],3965.2726152343753,1.5081342458724976,8
[#6X3;r7:1]-[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],2210.3274731445313,1.503160834312439,55
[#6X3;r6:1]-[#7X3;r4:2],3283.024478027344,1.3774709701538086,50
[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#7X3;r7:2],2673.4225219726563,1.364304780960083,-1
[#35X1;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2],1378.8820942382813,1.9066144227981567,-1
[#6X4;r6:1]-[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],1626.907055419922,1.4661744832992554,38
[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]-[#6X4;r3:2],2483.183825683594,1.4359115362167358,54
