simple_id,param_id,smirks,equilibrium_value
b257,specificity=2 index=119 count=144,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b258,specificity=2 index=120 count=143,[#6X3;r5:1]~[#7X3;r6:2],N/A
b259,specificity=2 index=121 count=140,[#6X4;r3:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b260,specificity=2 index=122 count=138,[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r7:2],N/A
b261,specificity=2 index=123 count=137,[#6X4;r5:1]~[#9X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b262,specificity=2 index=124 count=133,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r5:2],N/A
b263,specificity=2 index=125 count=126,[#6X3;r4:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b264,specificity=2 index=126 count=121,[#6X3;r5:1]~[#6X4;r3:2],N/A
b265,specificity=2 index=127 count=120,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r6:2],N/A
b266,specificity=2 index=128 count=117,[#6X4;r4:1]~[#9X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b267,specificity=2 index=129 count=115,[#6X4;r5:1]~[#7X3;r5:2],N/A
b268,specificity=2 index=130 count=113,[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r6:2],N/A
b269,specificity=2 index=131 count=108,[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r6:2],N/A
b270,specificity=2 index=132 count=102,[#6X4;r4:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b271,specificity=2 index=133 count=102,[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r5:2],N/A
b272,specificity=2 index=134 count=97,[#6X4;r4:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b273,specificity=2 index=135 count=97,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b274,specificity=2 index=136 count=91,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b275,specificity=2 index=137 count=91,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r6:2],N/A
b276,specificity=2 index=138 count=90,[#7X3;r6:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b277,specificity=2 index=139 count=85,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r6:2],N/A
b278,specificity=2 index=140 count=84,[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b279,specificity=2 index=141 count=82,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b280,specificity=2 index=142 count=81,[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r6:2],N/A
b281,specificity=2 index=143 count=79,[#6X3;r6:1]~[#6X3;r7:2],N/A
b282,specificity=2 index=144 count=77,[#7X3;r5:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b283,specificity=2 index=145 count=77,[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2],N/A
b284,specificity=2 index=146 count=73,[#6X4;r6:1]~[#7X3;r6:2],N/A
b285,specificity=2 index=147 count=72,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2],N/A
b286,specificity=2 index=148 count=71,[#6X4;r5:1]~[#7X3;r6:2],N/A
b287,specificity=2 index=149 count=71,[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X4;r6:2],N/A
b288,specificity=2 index=150 count=65,[#6X3;r6:1]~[#6X4;r4:2],N/A
b289,specificity=2 index=151 count=62,[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r4:2],N/A
b290,specificity=2 index=152 count=62,[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b291,specificity=2 index=153 count=59,[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#9X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b292,specificity=2 index=154 count=58,[#6X3;r7:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b293,specificity=2 index=155 count=57,[#6X3;r6:1]~[#7X3;r4:2],N/A
b294,specificity=2 index=156 count=56,[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r7:2],N/A
b295,specificity=2 index=157 count=55,[#35X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b296,specificity=2 index=158 count=54,[#6X4;r6:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b297,specificity=2 index=159 count=54,[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r3:2],N/A
b298,specificity=2 index=160 count=51,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b299,specificity=2 index=161 count=51,[#16X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b300,specificity=2 index=162 count=50,[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r5:2],N/A
b301,specificity=2 index=163 count=49,[#6X4;r7:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b302,specificity=2 index=164 count=47,[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b303,specificity=2 index=165 count=47,[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r4:2],N/A
b304,specificity=2 index=166 count=46,[#35X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r6:2],N/A
b305,specificity=2 index=167 count=45,[#7X3;r5:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b306,specificity=2 index=168 count=44,[#6X3;r6:1]~[#6X4;r7:2],N/A
b307,specificity=2 index=169 count=44,[#6X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b308,specificity=2 index=170 count=43,[#6X4;r7:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b309,specificity=2 index=171 count=43,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b310,specificity=2 index=172 count=42,[#6X3;r7:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b311,specificity=2 index=173 count=42,[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r7:2],N/A
b312,specificity=2 index=174 count=42,[#53X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b313,specificity=2 index=175 count=42,[#15X4;r6:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b314,specificity=2 index=176 count=40,[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b315,specificity=2 index=177 count=40,[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X4;r5:2],N/A
b316,specificity=2 index=178 count=40,[#16X4;r7:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b317,specificity=2 index=179 count=40,[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r4:2],N/A
b318,specificity=2 index=180 count=39,[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b319,specificity=2 index=181 count=38,[#6X4;r5:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b320,specificity=2 index=182 count=38,[#16X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b321,specificity=2 index=183 count=38,[#6X3;r6:1]~[#7X3;r7:2],N/A
b322,specificity=2 index=184 count=38,[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r4:2],N/A
b323,specificity=2 index=185 count=37,[#16X3;r5:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b324,specificity=2 index=186 count=37,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b325,specificity=2 index=187 count=36,[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r6:2],N/A
b326,specificity=2 index=188 count=35,[#6X4;r3:1]~[#9X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b327,specificity=2 index=189 count=35,[#6X4;r5:1]~[#6X4;r6:2],N/A
b328,specificity=2 index=190 count=34,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b329,specificity=2 index=191 count=33,[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r4:2],N/A
b330,specificity=2 index=192 count=33,[#53X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r5:2],N/A
b331,specificity=2 index=193 count=30,[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r5:2],N/A
b332,specificity=2 index=194 count=28,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b333,specificity=2 index=195 count=28,[#6X3;r5:1]~[#6X4;r4:2],N/A
b334,specificity=2 index=196 count=28,[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X4;r5:2],N/A
b335,specificity=2 index=197 count=28,[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r3:2],N/A
b336,specificity=2 index=198 count=28,[#6X3;r6:1]~[#7X3;r3:2],N/A
b337,specificity=2 index=199 count=27,[#35X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2],N/A
b338,specificity=2 index=200 count=27,[#16X3;r6:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b339,specificity=2 index=201 count=27,[#6X4;r4:1]~[#7X3;r5:2],N/A
b340,specificity=2 index=202 count=27,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r3:2],N/A
b341,specificity=2 index=203 count=26,[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b342,specificity=2 index=204 count=26,[#6X3;r5:1]~[#9X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b343,specificity=2 index=205 count=25,[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X4;r6:2],N/A
b344,specificity=2 index=206 count=25,[#6X3;r7:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b345,specificity=2 index=207 count=24,[#6X4;r3:1]~[#7X3;r6:2],N/A
b346,specificity=2 index=208 count=23,[#6X4;r3:1]~[#7X3;r5:2],N/A
b347,specificity=2 index=209 count=22,[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r7:2],N/A
b348,specificity=2 index=210 count=22,[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r5:2],N/A
b349,specificity=2 index=211 count=22,[#6X3;r7:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b350,specificity=2 index=212 count=22,[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r3:2],N/A
b351,specificity=2 index=213 count=22,[#16X4;r4:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b352,specificity=2 index=214 count=21,[#6X4;r6:1]~[#6X4;r6:2],N/A
b353,specificity=2 index=215 count=21,[#7X4;r6:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b354,specificity=2 index=216 count=21,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b355,specificity=2 index=217 count=21,[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r6:2],N/A
b356,specificity=2 index=218 count=21,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r3:2],N/A
b357,specificity=2 index=219 count=19,[#7X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b358,specificity=2 index=220 count=19,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r6:2],N/A
b359,specificity=2 index=221 count=19,[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b360,specificity=2 index=222 count=19,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b361,specificity=2 index=223 count=18,[#6X3;r5:1]~[#6X3;r7:2],N/A
b362,specificity=2 index=224 count=18,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r5:2],N/A
b363,specificity=2 index=225 count=18,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r5:2],N/A
b364,specificity=2 index=226 count=17,[#6X3;r7:1]~[#7X3;r6:2],N/A
b365,specificity=2 index=227 count=17,[#6X4;r3:1]~[#6X4;r6:2],N/A
b366,specificity=2 index=228 count=17,[#15X4;r5:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b367,specificity=2 index=229 count=16,[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r4:2],N/A
b368,specificity=2 index=230 count=16,[#7X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b369,specificity=2 index=231 count=16,[#15X4;r6:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b370,specificity=2 index=232 count=15,[#6X3;r4:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b371,specificity=2 index=233 count=15,[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r4:2],N/A
b372,specificity=2 index=234 count=15,[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r4:2],N/A
b373,specificity=2 index=235 count=15,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b374,specificity=2 index=236 count=14,[#6X3;r6:1]~[#7X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b375,specificity=2 index=237 count=14,[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b376,specificity=2 index=238 count=14,[#6X4;r3:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b377,specificity=2 index=239 count=14,[#6X4;r5:1]~[#6X4;r5:2],N/A
b378,specificity=2 index=240 count=14,[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b379,specificity=2 index=241 count=14,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b380,specificity=2 index=242 count=14,[#15X4;r6:1]~[#16X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b381,specificity=2 index=243 count=13,[#6X3;r5:1]~[#6X4;r7:2],N/A
b382,specificity=2 index=244 count=13,[#6X4;r4:1]~[#7X3;r6:2],N/A
b383,specificity=2 index=245 count=13,[#15X4;r6:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b384,specificity=2 index=246 count=13,[#15X4;r5:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b385,specificity=2 index=247 count=13,[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#9X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b386,specificity=2 index=248 count=13,[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#9X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b387,specificity=2 index=249 count=12,[#16X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r7:2],N/A
b388,specificity=2 index=250 count=12,[#53X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b389,specificity=2 index=251 count=12,[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r8:2],N/A
b390,specificity=2 index=252 count=11,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r6:2],N/A
b391,specificity=2 index=253 count=11,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2],N/A
b392,specificity=2 index=254 count=11,[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b393,specificity=2 index=255 count=11,[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b394,specificity=2 index=256 count=11,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r5:2],N/A
b395,specificity=2 index=257 count=11,[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b396,specificity=2 index=258 count=11,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#9X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b397,specificity=2 index=259 count=11,[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b398,specificity=2 index=260 count=10,[#7X3;r5:1]~[#7X3;r6:2],N/A
b399,specificity=2 index=261 count=10,[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r8:2],N/A
b400,specificity=2 index=262 count=10,[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r3:2],N/A
b401,specificity=2 index=263 count=10,[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r5:2],N/A
b402,specificity=2 index=264 count=10,[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b403,specificity=2 index=265 count=10,[#15X5;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r6:2],N/A
b404,specificity=2 index=266 count=141168,[#6X3;r6:1]~;@[#6X3;r6:2],N/A
b405,specificity=2 index=267 count=26530,[#6X3;r5:1]~;@[#6X3;r5:2],N/A
b406,specificity=2 index=268 count=19618,[#6X4;r6:1]~;@[#6X4;r6:2],N/A
b407,specificity=2 index=269 count=18291,[#6X3;r6:1]~;@[#7X2;r6:2],N/A
b408,specificity=2 index=270 count=16113,[#6X3;r5:1]~;@[#7X3;r5:2],N/A
b409,specificity=2 index=271 count=13809,[#6X3;r5:1]~;@[#7X2;r5:2],N/A
b410,specificity=2 index=272 count=11061,[#6X3;r5:1]~;@[#6X3;r6:2],N/A
b411,specificity=2 index=273 count=10373,[#6X4;r5:1]~;@[#6X4;r5:2],N/A
b412,specificity=2 index=274 count=7045,[#6X3;r6:1]~;@[#7X3;r6:2],N/A
b413,specificity=2 index=275 count=6849,[#16X2;r5:1]~;@[#6X3;r5:2],N/A
b414,specificity=2 index=276 count=6837,[#6X4;r6:1]~;@[#7X3;r6:2],N/A
b415,specificity=2 index=277 count=5701,[#6X3;r6:1]~;@[#6X4;r6:2],N/A
b416,specificity=2 index=278 count=4928,[#6X3;r5:1]~;@[#8X2;r5:2],N/A
b417,specificity=2 index=279 count=4231,[#6X3;r5:1]~;@[#6X4;r5:2],N/A
b418,specificity=2 index=280 count=3896,[#6X4;r5:1]~;@[#7X3;r5:2],N/A
b419,specificity=2 index=281 count=3158,[#7X2;r5:1]~;@[#7X3;r5:2],N/A
b420,specificity=2 index=282 count=2987,[#6X4;r3:1]~;@[#6X4;r3:2],N/A
b421,specificity=2 index=283 count=2644,[#6X4;r6:1]~;@[#8X2;r6:2],N/A
b422,specificity=2 index=284 count=2599,[#6X4;r5:1]~;@[#8X2;r5:2],N/A
b423,specificity=2 index=285 count=1759,[#6X3;r5:1]~;@[#7X2;r6:2],N/A
b424,specificity=2 index=286 count=1726,[#6X3;r6:1]~;@[#8X2;r6:2],N/A
b425,specificity=2 index=287 count=1677,[#7X2;r5:1]~;@[#7X2;r5:2],N/A
b426,specificity=2 index=288 count=1308,[#6X4;r4:1]~;@[#6X4;r4:2],N/A
b427,specificity=2 index=289 count=1230,[#6X4;r5:1]~;@[#6X4;r6:2],N/A
b428,specificity=2 index=290 count=1007,[#6X3;r6:1]~;@[#7X3;r5:2],N/A
b429,specificity=2 index=291 count=986,[#6X3;r5:1]~;@[#6X4;r6:2],N/A
b430,specificity=2 index=292 count=938,[#6X4;r7:1]~;@[#6X4;r7:2],N/A
b431,specificity=2 index=293 count=715,[#16X2;r5:1]~;@[#6X4;r5:2],N/A
b432,specificity=2 index=294 count=691,[#7X2;r5:1]~;@[#8X2;r5:2],N/A
b433,specificity=2 index=295 count=448,[#6X3;r6:1]~;@[#6X4;r5:2],N/A
b434,specificity=2 index=296 count=440,[#6X4;r7:1]~;@[#7X3;r7:2],N/A
b435,specificity=2 index=297 count=434,[#6X4;r4:1]~;@[#7X3;r4:2],N/A
b436,specificity=2 index=298 count=432,[#16X2;r6:1]~;@[#6X3;r6:2],N/A
b437,specificity=2 index=299 count=419,[#6X3;r5:1]~;@[#7X3;r6:2],N/A
b438,specificity=2 index=300 count=416,[#6X4;r3:1]~;@[#8X2;r3:2],N/A
b439,specificity=2 index=301 count=413,[#16X2;r6:1]~;@[#6X4;r6:2],N/A
b440,specificity=2 index=302 count=401,[#7X3;r5:1]~;@[#7X3;r5:2],N/A
b441,specificity=2 index=303 count=362,[#7X2;r6:1]~;@[#7X2;r6:2],N/A
b442,specificity=2 index=304 count=358,[#6X4;r5:1]~;@[#7X2;r5:2],N/A
b443,specificity=2 index=305 count=334,[#6X3;r7:1]~;@[#6X3;r7:2],N/A
b444,specificity=2 index=306 count=310,[#6X4;r6:1]~;@[#7X3;r5:2],N/A
b445,specificity=2 index=307 count=305,[#7X2;r6:1]~;@[#7X3;r6:2],N/A
b446,specificity=2 index=308 count=305,[#6X3;r6:1]~;@[#6X4;r7:2],N/A
b447,specificity=2 index=309 count=280,[#6X3;r7:1]~;@[#6X4;r7:2],N/A
b448,specificity=2 index=310 count=274,[#6X3;r6:1]~;@[#7X3;r7:2],N/A
b449,specificity=2 index=311 count=270,[#6X3;r7:1]~;@[#7X3;r7:2],N/A
b450,specificity=2 index=312 count=266,[#6X3;r6:1]~;@[#6X3;r7:2],N/A
b451,specificity=2 index=313 count=252,[#6X4;r3:1]~;@[#6X4;r5:2],N/A
b452,specificity=2 index=314 count=246,[#16X2;r5:1]~;@[#7X2;r5:2],N/A
b453,specificity=2 index=315 count=206,[#6X4;r3:1]~;@[#7X3;r3:2],N/A
b454,specificity=2 index=316 count=188,[#6X4;r6:1]~;@[#7X2;r6:2],N/A
b455,specificity=2 index=317 count=180,[#7X2;r6:1]~;@[#7X3;r5:2],N/A
b456,specificity=2 index=318 count=176,[#6X3;r4:1]~;@[#6X4;r4:2],N/A
b457,specificity=2 index=319 count=172,[#6X4;r6:1]~;@[#7X4;r6:2],N/A
b458,specificity=2 index=320 count=171,[#6X3;r7:1]~;@[#7X2;r7:2],N/A
b459,specificity=2 index=321 count=166,[#6X3;r5:1]~;@[#6X4;r7:2],N/A
b460,specificity=2 index=322 count=151,[#6X4;r3:1]~;@[#6X4;r6:2],N/A
b461,specificity=2 index=323 count=146,[#6X4;r7:1]~;@[#8X2;r7:2],N/A
b462,specificity=2 index=324 count=145,[#6X3;r6:1]~;@[#8X2;r7:2],N/A
b463,specificity=2 index=325 count=140,[#6X3;r5:1]~;@[#6X3;r7:2],N/A
b464,specificity=2 index=326 count=130,[#16X4;r5:1]~;@[#6X4;r5:2],N/A
b465,specificity=2 index=327 count=123,[#16X4;r6:1]~;@[#6X4;r6:2],N/A
b466,specificity=2 index=328 count=122,[#7X3;r5:1]~;@[#8X2;r5:2],N/A
b467,specificity=2 index=329 count=121,[#6X4;r4:1]~;@[#8X2;r4:2],N/A
b468,specificity=2 index=330 count=106,[#16X4;r5:1]~;@[#6X3;r5:2],N/A
b469,specificity=2 index=331 count=102,[#6X3;r6:1]~;@[#6X4;r3:2],N/A
b470,specificity=2 index=332 count=101,[#6X3;r4:1]~;@[#6X3;r4:2],N/A
b471,specificity=2 index=333 count=99,[#6X3;r5:1]~;@[#6X4;r3:2],N/A
b472,specificity=2 index=334 count=95,[#6X3;r6:1]~;@[#7X2;r7:2],N/A
b473,specificity=2 index=335 count=94,[#6X4;r8:1]~;@[#6X4;r8:2],N/A
b474,specificity=2 index=336 count=92,[#16X4;r6:1]~;@[#7X3;r6:2],N/A
b475,specificity=2 index=337 count=92,[#6X4;r4:1]~;@[#6X4;r5:2],N/A
b476,specificity=2 index=338 count=90,[#6X3;r4:1]~;@[#7X3;r4:2],N/A
b477,specificity=2 index=339 count=88,[#6X4;r5:1]~;@[#7X4;r5:2],N/A
b478,specificity=2 index=340 count=87,[#6X4;r5:1]~;@[#7X3;r6:2],N/A
b479,specificity=2 index=341 count=84,[#16X4;r6:1]~;@[#6X3;r6:2],N/A
b480,specificity=2 index=342 count=82,[#6X4;r5:1]~;@[#6X4;r7:2],N/A
b481,specificity=2 index=343 count=77,[#6X4;r7:1]~;@[#7X3;r5:2],N/A
b482,specificity=2 index=344 count=71,[#16X2;r7:1]~;@[#6X3;r6:2],N/A
b483,specificity=2 index=345 count=71,[#15X4;r6:1]~;@[#8X2;r6:2],N/A
b484,specificity=2 index=346 count=70,[#16X4;r5:1]~;@[#7X3;r5:2],N/A
b485,specificity=2 index=347 count=67,[#16X2;r5:1]~;@[#7X3;r5:2],N/A
b486,specificity=2 index=348 count=62,[#6X4;r7:1]~;@[#7X2;r7:2],N/A
b487,specificity=2 index=349 count=62,[#6X4;r5:1]~;@[#8X2;r6:2],N/A
b488,specificity=2 index=350 count=56,[#7X3;r6:1]~;@[#7X3;r6:2],N/A
b489,specificity=2 index=351 count=55,[#16X2;r7:1]~;@[#6X4;r7:2],N/A
b490,specificity=2 index=352 count=51,[#16X2;r6:1]~;@[#6X3;r5:2],N/A
b491,specificity=2 index=353 count=46,[#16X2;r5:1]~;@[#16X2;r5:2],N/A
