simple_id,param_id,smirks,equilibrium_value
b200,specificity=0 index=200 count=27,[#16X3;r6:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b201,specificity=0 index=201 count=27,[#6X4;r4:1]~[#7X3;r5:2],N/A
b202,specificity=0 index=202 count=27,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r3:2],N/A
b203,specificity=0 index=203 count=26,[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b204,specificity=0 index=204 count=26,[#6X3;r5:1]~[#9X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b205,specificity=0 index=205 count=25,[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X4;r6:2],N/A
b206,specificity=0 index=206 count=25,[#6X3;r7:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b207,specificity=0 index=207 count=24,[#6X4;r3:1]~[#7X3;r6:2],N/A
b208,specificity=0 index=208 count=23,[#6X4;r3:1]~[#7X3;r5:2],N/A
b209,specificity=0 index=209 count=22,[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r7:2],N/A
b210,specificity=0 index=210 count=22,[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r5:2],N/A
b211,specificity=0 index=211 count=22,[#6X3;r7:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b212,specificity=0 index=212 count=22,[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r3:2],N/A
b213,specificity=0 index=213 count=22,[#16X4;r4:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b214,specificity=0 index=214 count=21,[#6X4;r6:1]~[#6X4;r6:2],N/A
b215,specificity=0 index=215 count=21,[#7X4;r6:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b216,specificity=0 index=216 count=21,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b217,specificity=0 index=217 count=21,[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r6:2],N/A
b218,specificity=0 index=218 count=21,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r3:2],N/A
b219,specificity=0 index=219 count=19,[#7X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b220,specificity=0 index=220 count=19,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r6:2],N/A
b221,specificity=0 index=221 count=19,[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b222,specificity=0 index=222 count=19,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b223,specificity=0 index=223 count=18,[#6X3;r5:1]~[#6X3;r7:2],N/A
b224,specificity=0 index=224 count=18,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r5:2],N/A
b225,specificity=0 index=225 count=18,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r5:2],N/A
b226,specificity=0 index=226 count=17,[#6X3;r7:1]~[#7X3;r6:2],N/A
b227,specificity=0 index=227 count=17,[#6X4;r3:1]~[#6X4;r6:2],N/A
b228,specificity=0 index=228 count=17,[#15X4;r5:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b229,specificity=0 index=229 count=16,[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r4:2],N/A
b230,specificity=0 index=230 count=16,[#7X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b231,specificity=0 index=231 count=16,[#15X4;r6:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b232,specificity=0 index=232 count=15,[#6X3;r4:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b233,specificity=0 index=233 count=15,[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r4:2],N/A
b234,specificity=0 index=234 count=15,[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r4:2],N/A
b235,specificity=0 index=235 count=15,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b236,specificity=0 index=236 count=14,[#6X3;r6:1]~[#7X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b237,specificity=0 index=237 count=14,[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b238,specificity=0 index=238 count=14,[#6X4;r3:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b239,specificity=0 index=239 count=14,[#6X4;r5:1]~[#6X4;r5:2],N/A
b240,specificity=0 index=240 count=14,[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b241,specificity=0 index=241 count=14,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b242,specificity=0 index=242 count=14,[#15X4;r6:1]~[#16X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b243,specificity=0 index=243 count=13,[#6X3;r5:1]~[#6X4;r7:2],N/A
b244,specificity=0 index=244 count=13,[#6X4;r4:1]~[#7X3;r6:2],N/A
b245,specificity=0 index=245 count=13,[#15X4;r6:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b246,specificity=0 index=246 count=13,[#15X4;r5:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b247,specificity=0 index=247 count=13,[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#9X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b248,specificity=0 index=248 count=13,[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#9X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b249,specificity=0 index=249 count=12,[#16X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r7:2],N/A
b250,specificity=0 index=250 count=12,[#53X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b251,specificity=0 index=251 count=12,[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r8:2],N/A
b252,specificity=0 index=252 count=11,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r6:2],N/A
b253,specificity=0 index=253 count=11,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2],N/A
b254,specificity=0 index=254 count=11,[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b255,specificity=0 index=255 count=11,[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b256,specificity=0 index=256 count=11,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r5:2],N/A
b257,specificity=0 index=257 count=11,[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b258,specificity=0 index=258 count=11,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#9X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b259,specificity=0 index=259 count=11,[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b260,specificity=0 index=260 count=10,[#7X3;r5:1]~[#7X3;r6:2],N/A
b261,specificity=0 index=261 count=10,[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r8:2],N/A
b262,specificity=0 index=262 count=10,[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r3:2],N/A
b263,specificity=0 index=263 count=10,[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r5:2],N/A
b264,specificity=0 index=264 count=10,[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b265,specificity=0 index=265 count=10,[#15X5;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r6:2],N/A
b266,specificity=0 index=266 count=9,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r7:2],N/A
b267,specificity=0 index=267 count=9,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r4:2],N/A
b268,specificity=0 index=268 count=9,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2],N/A
b269,specificity=0 index=269 count=9,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b270,specificity=0 index=270 count=9,[#15X5;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b271,specificity=0 index=271 count=9,[#6X4;r3:1]~[#6X4;r5:2],N/A
b272,specificity=0 index=272 count=8,[#6X3;r5:1]~[#7X3;r7:2],N/A
b273,specificity=0 index=273 count=8,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b274,specificity=0 index=274 count=8,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r7:2],N/A
b275,specificity=0 index=275 count=8,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#9X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b276,specificity=0 index=276 count=8,[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r8:2],N/A
b277,specificity=0 index=277 count=8,[#6X4;r7:1]~[#9X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b278,specificity=0 index=278 count=7,[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b279,specificity=0 index=279 count=7,[#15X4;r7:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b280,specificity=0 index=280 count=7,[#6X4;r7:1]~[#7X3;r6:2],N/A
b281,specificity=0 index=281 count=7,[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r6:2],N/A
b282,specificity=0 index=282 count=7,[#7X4;r5:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b283,specificity=0 index=283 count=7,[#6X4;r6:1]~[#7X3;r7:2],N/A
b284,specificity=0 index=284 count=7,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b285,specificity=0 index=285 count=7,[#6X3;r8:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b286,specificity=0 index=286 count=7,[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r3:2],N/A
b287,specificity=0 index=287 count=6,[#16X3;r7:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b288,specificity=0 index=288 count=6,[#15X4;r6:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b289,specificity=0 index=289 count=6,[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b290,specificity=0 index=290 count=6,[#6X4;r6:1]~[#7X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b291,specificity=0 index=291 count=6,[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r3:2],N/A
b292,specificity=0 index=292 count=6,[#15X4;r6:1]~[#6X3;r6:2],N/A
b293,specificity=0 index=293 count=6,[#53X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r6:2],N/A
b294,specificity=0 index=294 count=6,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b295,specificity=0 index=295 count=6,[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r8:2],N/A
b296,specificity=0 index=296 count=6,[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b297,specificity=0 index=297 count=6,[#15X4;r5:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b298,specificity=0 index=298 count=6,[#6X4;r3:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b299,specificity=0 index=299 count=6,[#15X5;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b300,specificity=0 index=300 count=6,[#15X5;r4:1]~[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b301,specificity=0 index=301 count=5,[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b302,specificity=0 index=302 count=5,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r4:2],N/A
b303,specificity=0 index=303 count=5,[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b304,specificity=0 index=304 count=5,[#6X3;r4:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b305,specificity=0 index=305 count=5,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b306,specificity=0 index=306 count=5,[#6X4;r8:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b307,specificity=0 index=307 count=5,[#6X4;r3:1]~[#6X4;r3:2],N/A
b308,specificity=0 index=308 count=5,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r6:2],N/A
b309,specificity=0 index=309 count=5,[#53X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b310,specificity=0 index=310 count=5,[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X4;r7:2],N/A
b311,specificity=0 index=311 count=5,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r6:2],N/A
b312,specificity=0 index=312 count=5,[#15X4;r5:1]~[#16X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b313,specificity=0 index=313 count=5,[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r6:2],N/A
b314,specificity=0 index=314 count=5,[#35X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r4:2],N/A
b315,specificity=0 index=315 count=5,[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r3:2],N/A
b316,specificity=0 index=316 count=5,[#6X3;r3:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b317,specificity=0 index=317 count=5,[#15X3;r5:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b318,specificity=0 index=318 count=5,[#7X3;r6:1]~[#7X3;r6:2],N/A
b319,specificity=0 index=319 count=5,[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r7:2],N/A
b320,specificity=0 index=320 count=5,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b321,specificity=0 index=321 count=5,[#6X4;r4:1]~[#6X4;r6:2],N/A
b322,specificity=0 index=322 count=4,[#6X4;r6:1]~[#6X4;r7:2],N/A
b323,specificity=0 index=323 count=4,[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r6:2],N/A
b324,specificity=0 index=324 count=4,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#35X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b325,specificity=0 index=325 count=4,[#6X3;r8:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b326,specificity=0 index=326 count=4,[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b327,specificity=0 index=327 count=4,[#7X3;r7:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b328,specificity=0 index=328 count=4,[#15X3;r5:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b329,specificity=0 index=329 count=4,[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b330,specificity=0 index=330 count=4,[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r5:2],N/A
b331,specificity=0 index=331 count=4,[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b332,specificity=0 index=332 count=4,[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2],N/A
b333,specificity=0 index=333 count=4,[#6X3;r4:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b334,specificity=0 index=334 count=4,[#6X3;r4:1]~[#9X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b335,specificity=0 index=335 count=4,[#15X5;r4:1]~[#9X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b336,specificity=0 index=336 count=4,[#15X3;r5:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b337,specificity=0 index=337 count=4,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b338,specificity=0 index=338 count=4,[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b339,specificity=0 index=339 count=4,[#6X3;r4:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b340,specificity=0 index=340 count=4,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r4:2],N/A
b341,specificity=0 index=341 count=4,[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r7:2],N/A
b342,specificity=0 index=342 count=3,[#16X3;r6:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b343,specificity=0 index=343 count=3,[#15X4;r7:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b344,specificity=0 index=344 count=3,[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r4:2],N/A
b345,specificity=0 index=345 count=3,[#6X3;r5:1]~[#7X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b346,specificity=0 index=346 count=3,[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r8:2],N/A
b347,specificity=0 index=347 count=3,[#7X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b348,specificity=0 index=348 count=3,[#6X4;r6:1]~[#7X3;r4:2],N/A
b349,specificity=0 index=349 count=3,[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r8:2],N/A
b350,specificity=0 index=350 count=3,[#15X4;r5:1]~[#6X3;r6:2],N/A
b351,specificity=0 index=351 count=3,[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r6:2],N/A
b352,specificity=0 index=352 count=3,[#6X4;r4:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b353,specificity=0 index=353 count=3,[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r4:2],N/A
b354,specificity=0 index=354 count=3,[#15X3;r6:1]~[#6X3;r6:2],N/A
b355,specificity=0 index=355 count=3,[#35X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b356,specificity=0 index=356 count=3,[#15X4;r6:1]~[#7X3;r6:2],N/A
b357,specificity=0 index=357 count=3,[#6X3;r4:1]~[#6X3;r5:2],N/A
b358,specificity=0 index=358 count=3,[#15X5;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#53X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b359,specificity=0 index=359 count=3,[#15X5;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b360,specificity=0 index=360 count=3,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r7:2],N/A
b361,specificity=0 index=361 count=3,[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r4:2],N/A
b362,specificity=0 index=362 count=3,[#16X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r4:2],N/A
b363,specificity=0 index=363 count=3,[#16X3;r5:1]~[#6X3;r6:2],N/A
b364,specificity=0 index=364 count=3,[#6X3;r7:1]~[#7X3;r5:2],N/A
b365,specificity=0 index=365 count=3,[#6X4;r5:1]~[#7X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b366,specificity=0 index=366 count=3,[#6X4;r7:1]~[#7X3;r5:2],N/A
b367,specificity=0 index=367 count=3,[#6X3;r5:1]~[#7X3;r4:2],N/A
b368,specificity=0 index=368 count=2,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r3:2],N/A
b369,specificity=0 index=369 count=2,[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X4;r3:2],N/A
b370,specificity=0 index=370 count=2,[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b371,specificity=0 index=371 count=2,[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X4;r7:2],N/A
b372,specificity=0 index=372 count=2,[#6X4;r3:1]~[#7X3;r7:2],N/A
b373,specificity=0 index=373 count=2,[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r3:2],N/A
b374,specificity=0 index=374 count=2,[#6X3;r6:1]~[#6X3;r8:2],N/A
b375,specificity=0 index=375 count=2,[#15X4;r5:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b376,specificity=0 index=376 count=2,[#15X3;r6:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b377,specificity=0 index=377 count=2,[#15X4;r6:1]~[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b378,specificity=0 index=378 count=2,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#35X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b379,specificity=0 index=379 count=2,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r8:2],N/A
b380,specificity=0 index=380 count=2,[#53X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2],N/A
b381,specificity=0 index=381 count=2,[#6X3;r3:1]~[#6X3;r6:2],N/A
b382,specificity=0 index=382 count=2,[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b383,specificity=0 index=383 count=2,[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r6:2],N/A
b384,specificity=0 index=384 count=2,[#6X3;r4:1]~[#7X3;r3:2],N/A
b385,specificity=0 index=385 count=2,[#6X4;r5:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b386,specificity=0 index=386 count=2,[#6X4;r7:1]~[#7X3;r4:2],N/A
b387,specificity=0 index=387 count=2,[#35X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r5:2],N/A
b388,specificity=0 index=388 count=2,[#16X3;r4:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b389,specificity=0 index=389 count=2,[#15X5;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b390,specificity=0 index=390 count=2,[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r3:2],N/A
b391,specificity=0 index=391 count=2,[#7X3;r5:1]~[#7X3;r5:2],N/A
b392,specificity=0 index=392 count=2,[#6X3;r8:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b393,specificity=0 index=393 count=2,[#16X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r8:2],N/A
b394,specificity=0 index=394 count=2,[#15X4;r6:1]~[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b395,specificity=0 index=395 count=2,[#35X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r7:2],N/A
b396,specificity=0 index=396 count=2,[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r8:2],N/A
b397,specificity=0 index=397 count=2,[#15X4;r7:1]~[#16X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b398,specificity=0 index=398 count=2,[#15X4;r7:1]~[#6X3;r6:2],N/A
b399,specificity=0 index=399 count=2,[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r3:2],N/A
b400,specificity=0 index=400 count=2,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r7:2],N/A
b401,specificity=0 index=401 count=2,[#7X3;r7:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b402,specificity=0 index=402 count=2,[#15X4;r4:1]~[#16X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b403,specificity=0 index=403 count=2,[#15X4;r4:1]~[#6X3;r6:2],N/A
b404,specificity=0 index=404 count=2,[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r5:2],N/A
b405,specificity=0 index=405 count=2,[#6X4;r7:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b406,specificity=0 index=406 count=1,[#6X4;r3:1]~[#7X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b407,specificity=0 index=407 count=1,[#6X3;r6:1]~[#7X4;r6:2],N/A
b408,specificity=0 index=408 count=1,[#7X3;r6:1]~[#7X3;r7:2],N/A
b409,specificity=0 index=409 count=1,[#6X3;r4:1]~[#7X3;r5:2],N/A
b410,specificity=0 index=410 count=1,[#6X3;r7:1]~[#7X3;r4:2],N/A
b411,specificity=0 index=411 count=1,[#6X4;r5:1]~[#7X3;r4:2],N/A
b412,specificity=0 index=412 count=1,[#53X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r7:2],N/A
