simple_id,param_id,smirks,equilibrium_value
b44,specificity=0 index=44 count=1405,[#35X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r6:2],N/A
b45,specificity=0 index=45 count=1379,[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b46,specificity=0 index=46 count=1328,[#6X4;r6:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b47,specificity=0 index=47 count=1151,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r6:2],N/A
b48,specificity=0 index=48 count=1028,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r6:2],N/A
b49,specificity=0 index=49 count=1009,[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r6:2],N/A
b50,specificity=0 index=50 count=908,[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b51,specificity=0 index=51 count=874,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b52,specificity=0 index=52 count=851,[#6X3;r6:1]~[#7X3;r6:2],N/A
b53,specificity=0 index=53 count=846,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b54,specificity=0 index=54 count=829,[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b55,specificity=0 index=55 count=818,[#6X3;r6:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b56,specificity=0 index=56 count=807,[#6X4;r5:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b57,specificity=0 index=57 count=788,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b58,specificity=0 index=58 count=706,[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b59,specificity=0 index=59 count=682,[#6X3;r6:1]~[#6X4;r6:2],N/A
b60,specificity=0 index=60 count=667,[#6X3;r5:1]~[#6X3;r5:2],N/A
b61,specificity=0 index=61 count=633,[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r5:2],N/A
b62,specificity=0 index=62 count=627,[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r6:2],N/A
b63,specificity=0 index=63 count=616,[#6X4;r6:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b64,specificity=0 index=64 count=615,[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r6:2],N/A
b65,specificity=0 index=65 count=601,[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2],N/A
b66,specificity=0 index=66 count=568,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r5:2],N/A
b67,specificity=0 index=67 count=561,[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r3:2],N/A
b68,specificity=0 index=68 count=519,[#6X3;r5:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b69,specificity=0 index=69 count=515,[#6X3;r6:1]~[#6X4;r5:2],N/A
b70,specificity=0 index=70 count=495,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b71,specificity=0 index=71 count=483,[#6X3;r5:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b72,specificity=0 index=72 count=481,[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b73,specificity=0 index=73 count=480,[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b74,specificity=0 index=74 count=462,[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b75,specificity=0 index=75 count=419,[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r5:2],N/A
b76,specificity=0 index=76 count=394,[#16X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b77,specificity=0 index=77 count=373,[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b78,specificity=0 index=78 count=363,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b79,specificity=0 index=79 count=354,[#16X4;r6:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b80,specificity=0 index=80 count=353,[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b81,specificity=0 index=81 count=352,[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b82,specificity=0 index=82 count=350,[#6X4;r5:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b83,specificity=0 index=83 count=345,[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b84,specificity=0 index=84 count=331,[#16X4;r5:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b85,specificity=0 index=85 count=328,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b86,specificity=0 index=86 count=320,[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b87,specificity=0 index=87 count=303,[#6X3;r7:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b88,specificity=0 index=88 count=301,[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r7:2],N/A
b89,specificity=0 index=89 count=295,[#16X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r5:2],N/A
b90,specificity=0 index=90 count=294,[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r5:2],N/A
b91,specificity=0 index=91 count=292,[#53X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r6:2],N/A
b92,specificity=0 index=92 count=279,[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b93,specificity=0 index=93 count=279,[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r8:2],N/A
b94,specificity=0 index=94 count=267,[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r7:2],N/A
b95,specificity=0 index=95 count=265,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b96,specificity=0 index=96 count=261,[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b97,specificity=0 index=97 count=255,[#6X3;r5:1]~[#6X4;r6:2],N/A
b98,specificity=0 index=98 count=254,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r5:2],N/A
b99,specificity=0 index=99 count=251,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b100,specificity=0 index=100 count=243,[#35X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r5:2],N/A
b101,specificity=0 index=101 count=239,[#35X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b102,specificity=0 index=102 count=237,[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b103,specificity=0 index=103 count=232,[#6X4;r6:1]~[#9X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b104,specificity=0 index=104 count=229,[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r3:2],N/A
b105,specificity=0 index=105 count=226,[#16X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r6:2],N/A
b106,specificity=0 index=106 count=218,[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r4:2],N/A
b107,specificity=0 index=107 count=212,[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b108,specificity=0 index=108 count=210,[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b109,specificity=0 index=109 count=209,[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b110,specificity=0 index=110 count=206,[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b111,specificity=0 index=111 count=190,[#6X3;r6:1]~[#6X4;r3:2],N/A
b112,specificity=0 index=112 count=180,[#6X3;r5:1]~[#6X4;r5:2],N/A
b113,specificity=0 index=113 count=173,[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2],N/A
b114,specificity=0 index=114 count=171,[#6X3;r5:1]~[#7X3;r5:2],N/A
b115,specificity=0 index=115 count=159,[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r7:2],N/A
b116,specificity=0 index=116 count=151,[#7X3;r6:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b117,specificity=0 index=117 count=146,[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r6:2],N/A
b118,specificity=0 index=118 count=146,[#6X4;r6:1]~[#7X3;r5:2],N/A
b119,specificity=0 index=119 count=144,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b120,specificity=0 index=120 count=143,[#6X3;r5:1]~[#7X3;r6:2],N/A
b121,specificity=0 index=121 count=140,[#6X4;r3:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b122,specificity=0 index=122 count=138,[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r7:2],N/A
b123,specificity=0 index=123 count=137,[#6X4;r5:1]~[#9X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b124,specificity=0 index=124 count=133,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r5:2],N/A
b125,specificity=0 index=125 count=126,[#6X3;r4:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b126,specificity=0 index=126 count=121,[#6X3;r5:1]~[#6X4;r3:2],N/A
b127,specificity=0 index=127 count=120,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r6:2],N/A
b128,specificity=0 index=128 count=117,[#6X4;r4:1]~[#9X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b129,specificity=0 index=129 count=115,[#6X4;r5:1]~[#7X3;r5:2],N/A
b130,specificity=0 index=130 count=113,[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r6:2],N/A
b131,specificity=0 index=131 count=108,[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r6:2],N/A
b132,specificity=0 index=132 count=102,[#6X4;r4:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b133,specificity=0 index=133 count=102,[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r5:2],N/A
b134,specificity=0 index=134 count=97,[#6X4;r4:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b135,specificity=0 index=135 count=97,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b136,specificity=0 index=136 count=91,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b137,specificity=0 index=137 count=91,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r6:2],N/A
b138,specificity=0 index=138 count=90,[#7X3;r6:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b139,specificity=0 index=139 count=85,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r6:2],N/A
b140,specificity=0 index=140 count=84,[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b141,specificity=0 index=141 count=82,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b142,specificity=0 index=142 count=81,[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r6:2],N/A
b143,specificity=0 index=143 count=79,[#6X3;r6:1]~[#6X3;r7:2],N/A
b144,specificity=0 index=144 count=77,[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2],N/A
b145,specificity=0 index=145 count=77,[#7X3;r5:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b146,specificity=0 index=146 count=73,[#6X4;r6:1]~[#7X3;r6:2],N/A
b147,specificity=0 index=147 count=72,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2],N/A
b148,specificity=0 index=148 count=71,[#6X4;r5:1]~[#7X3;r6:2],N/A
b149,specificity=0 index=149 count=71,[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X4;r6:2],N/A
b150,specificity=0 index=150 count=65,[#6X3;r6:1]~[#6X4;r4:2],N/A
b151,specificity=0 index=151 count=62,[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r4:2],N/A
b152,specificity=0 index=152 count=62,[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b153,specificity=0 index=153 count=59,[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#9X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b154,specificity=0 index=154 count=58,[#6X3;r7:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b155,specificity=0 index=155 count=57,[#6X3;r6:1]~[#7X3;r4:2],N/A
b156,specificity=0 index=156 count=56,[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r7:2],N/A
b157,specificity=0 index=157 count=55,[#35X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b158,specificity=0 index=158 count=54,[#6X4;r6:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b159,specificity=0 index=159 count=54,[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r3:2],N/A
b160,specificity=0 index=160 count=51,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b161,specificity=0 index=161 count=51,[#16X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b162,specificity=0 index=162 count=50,[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r5:2],N/A
b163,specificity=0 index=163 count=49,[#6X4;r7:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b164,specificity=0 index=164 count=47,[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b165,specificity=0 index=165 count=47,[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r4:2],N/A
b166,specificity=0 index=166 count=46,[#35X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r6:2],N/A
b167,specificity=0 index=167 count=45,[#7X3;r5:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b168,specificity=0 index=168 count=44,[#6X3;r6:1]~[#6X4;r7:2],N/A
b169,specificity=0 index=169 count=44,[#6X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b170,specificity=0 index=170 count=43,[#6X4;r7:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b171,specificity=0 index=171 count=43,[#16X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b172,specificity=0 index=172 count=42,[#6X3;r7:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b173,specificity=0 index=173 count=42,[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r7:2],N/A
b174,specificity=0 index=174 count=42,[#53X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b175,specificity=0 index=175 count=42,[#15X4;r6:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b176,specificity=0 index=176 count=40,[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#8X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b177,specificity=0 index=177 count=40,[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X4;r5:2],N/A
b178,specificity=0 index=178 count=40,[#16X4;r7:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b179,specificity=0 index=179 count=40,[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r4:2],N/A
b180,specificity=0 index=180 count=39,[#15X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b181,specificity=0 index=181 count=38,[#6X4;r5:1]~[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b182,specificity=0 index=182 count=38,[#16X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b183,specificity=0 index=183 count=38,[#6X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r4:2],N/A
b184,specificity=0 index=184 count=38,[#6X3;r6:1]~[#7X3;r7:2],N/A
b185,specificity=0 index=185 count=37,[#16X3;r5:1]~[#8X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b186,specificity=0 index=186 count=37,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b187,specificity=0 index=187 count=36,[#7X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r6:2],N/A
b188,specificity=0 index=188 count=35,[#6X4;r3:1]~[#9X1;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b189,specificity=0 index=189 count=35,[#6X4;r5:1]~[#6X4;r6:2],N/A
b190,specificity=0 index=190 count=34,[#16X2;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X2;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b191,specificity=0 index=191 count=33,[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X3;r4:2],N/A
b192,specificity=0 index=192 count=33,[#53X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r5:2],N/A
b193,specificity=0 index=193 count=30,[#16X3;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;r5:2],N/A
b194,specificity=0 index=194 count=28,[#15X4;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X3;!r3;!r4;!r5;!r6;!r7;!r8:2],N/A
b195,specificity=0 index=195 count=28,[#6X3;r5:1]~[#6X4;r4:2],N/A
b196,specificity=0 index=196 count=28,[#1X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#7X4;r5:2],N/A
b197,specificity=0 index=197 count=28,[#17X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r3:2],N/A
b198,specificity=0 index=198 count=28,[#6X3;r6:1]~[#7X3;r3:2],N/A
b199,specificity=0 index=199 count=27,[#35X1;!r3;!r4;!r5;!r6;!r7;!r8:1]~[#6X4;r5:2],N/A
